0.76,661.5,416.5,122.5,7,2,0.1,5,34.25
0.64,784,343,220.5,3.5,3,0.4,4,21.54
0.82,612.5,318.5,147,7,4,0.1,3,25.35
0.76,661.5,416.5,122.5,7,5,0.25,2,36.81
0.62,808.5,367.5,220.5,3.5,2,0.1,2,14.37
0.98,514.5,294,110.25,7,3,0.4,1,33.34
0.9,563.5,318.5,122.5,7,4,0.1,3,30.08
0.9,563.5,318.5,122.5,7,4,0.1,1,29.58
0.62,808.5,367.5,220.5,3.5,2,0.1,3,14.09
0.98,514.5,294,110.25,7,3,0.1,5,25.98
0.74,686,245,220.5,3.5,4,0.1,4,13.21
0.74,686,245,220.5,3.5,5,0.1,1,13.7
0.9,563.5,318.5,122.5,7,3,0.25,2,32.64
0.64,784,343,220.5,3.5,3,0.25,5,20.01
0.74,686,245,220.5,3.5,4,0.25,1,15.28
0.74,686,245,220.5,3.5,2,0.25,1,15.19
0.98,514.5,294,110.25,7,4,0.1,5,25.88
0.66,759.5,318.5,220.5,3.5,4,0,0,12.4
0.74,686,245,220.5,3.5,5,0.25,1,15.5
0.69,735,294,220.5,3.5,4,0.25,4,15.83
0.62,808.5,367.5,220.5,3.5,3,0.1,2,14.57
0.9,563.5,318.5,122.5,7,3,0,0,25.38
0.79,637,343,147,7,4,0,0,30.93
0.98,514.5,294,110.25,7,2,0.25,2,29.62
0.69,735,294,220.5,3.5,3,0.4,1,17
0.79,637,343,147,7,5,0.4,3,38.23
0.9,563.5,318.5,122.5,7,4,0.4,5,38.79
0.74,686,245,220.5,3.5,5,0.25,3,14.76
0.86,588,294,147,7,5,0.25,2,34.52
0.71,710.5,269.5,220.5,3.5,3,0.25,5,14.71
0.9,563.5,318.5,122.5,7,5,0.4,4,36.1
0.82,612.5,318.5,147,7,3,0,0,21.46
0.82,612.5,318.5,147,7,4,0.4,4,31.14
0.82,612.5,318.5,147,7,4,0.25,5,29.31
0.9,563.5,318.5,122.5,7,5,0.1,5,33.01
0.76,661.5,416.5,122.5,7,5,0.1,3,34.5
0.82,612.5,318.5,147,7,2,0.1,1,27.31
0.9,563.5,318.5,122.5,7,2,0.1,1,32.92
0.86,588,294,147,7,2,0.25,2,33.37
0.82,612.5,318.5,147,7,5,0.4,2,32.92
0.74,686,245,220.5,3.5,3,0.1,4,13.36
0.86,588,294,147,7,3,0.25,4,34.19
0.86,588,294,147,7,3,0,0,21.97
0.76,661.5,416.5,122.5,7,2,0.25,1,36.85
0.69,735,294,220.5,3.5,2,0.25,5,15.14
0.64,784,343,220.5,3.5,5,0.1,4,19.48
0.66,759.5,318.5,220.5,3.5,4,0.4,3,18.1
0.69,735,294,220.5,3.5,5,0,0,11.93
0.76,661.5,416.5,122.5,7,2,0.4,1,39.55
0.76,661.5,416.5,122.5,7,3,0.25,1,37.58
0.62,808.5,367.5,220.5,3.5,4,0.1,5,13.99
0.64,784,343,220.5,3.5,3,0.1,2,19.34
0.79,637,343,147,7,2,0,0,37.73
0.64,784,343,220.5,3.5,5,0.4,5,21.4
0.74,686,245,220.5,3.5,5,0.4,3,16.6
0.82,612.5,318.5,147,7,5,0.1,1,28.51
0.86,588,294,147,7,3,0.25,1,28.61
0.71,710.5,269.5,220.5,3.5,2,0.25,1,15.42
0.69,735,294,220.5,3.5,2,0.4,3,16.35
0.76,661.5,416.5,122.5,7,5,0.1,4,34.05
0.66,759.5,318.5,220.5,3.5,2,0.4,2,17.85
0.64,784,343,220.5,3.5,5,0.25,2,20.43
0.98,514.5,294,110.25,7,3,0.4,5,33.23
0.71,710.5,269.5,220.5,3.5,3,0.4,5,14.58
0.86,588,294,147,7,4,0.1,1,27.03
0.74,686,245,220.5,3.5,3,0.4,1,17.25
0.62,808.5,367.5,220.5,3.5,3,0.25,5,14.61
0.64,784,343,220.5,3.5,5,0.1,5,19.29
0.76,661.5,416.5,122.5,7,3,0.1,4,33.62
0.66,759.5,318.5,220.5,3.5,3,0.25,4,15.59
0.69,735,294,220.5,3.5,4,0.1,3,14.67
0.66,759.5,318.5,220.5,3.5,4,0.4,5,17.55
0.74,686,245,220.5,3.5,5,0.1,5,13.5
0.69,735,294,220.5,3.5,2,0.1,1,14.28
0.62,808.5,367.5,220.5,3.5,2,0.1,4,14.37
0.9,563.5,318.5,122.5,7,3,0.4,4,39.92
0.98,514.5,294,110.25,7,2,0.1,3,25.68
0.9,563.5,318.5,122.5,7,2,0.4,5,33.94
0.74,686,245,220.5,3.5,3,0.25,3,13.79
0.71,710.5,269.5,220.5,3.5,4,0.1,2,13.8
0.71,710.5,269.5,220.5,3.5,3,0.25,4,15.09
0.79,637,343,147,7,2,0.25,3,45.13
0.82,612.5,318.5,147,7,3,0.1,5,24.77
0.66,759.5,318.5,220.5,3.5,3,0.1,4,14.67
0.64,784,343,220.5,3.5,3,0.25,3,20.03
0.86,588,294,147,7,2,0.4,3,35.22
0.62,808.5,367.5,220.5,3.5,3,0,0,12.22
0.74,686,245,220.5,3.5,2,0.4,4,16.61
0.76,661.5,416.5,122.5,7,2,0.4,5,39.37
0.76,661.5,416.5,122.5,7,3,0,0,29.68
0.82,612.5,318.5,147,7,2,0.1,4,24.61
0.9,563.5,318.5,122.5,7,3,0.4,2,35.39
0.62,808.5,367.5,220.5,3.5,5,0,0,12.04
0.79,637,343,147,7,2,0.25,1,43.8
0.71,710.5,269.5,220.5,3.5,4,0.1,4,13.79
0.71,710.5,269.5,220.5,3.5,2,0.25,5,15.27
0.69,735,294,220.5,3.5,5,0.25,3,15.17
0.69,735,294,220.5,3.5,3,0.1,1,14.61
0.71,710.5,269.5,220.5,3.5,2,0.4,3,16.11
0.86,588,294,147,7,2,0.25,5,28.02
0.9,563.5,318.5,122.5,7,4,0.4,4,39.22
0.76,661.5,416.5,122.5,7,3,0.1,1,34.07
0.76,661.5,416.5,122.5,7,2,0.25,5,36.93
0.76,661.5,416.5,122.5,7,4,0.1,5,33.64
0.76,661.5,416.5,122.5,7,2,0.1,4,34.11
0.74,686,245,220.5,3.5,3,0.1,3,13.36
0.76,661.5,416.5,122.5,7,2,0.1,1,33.87
0.98,514.5,294,110.25,7,4,0.4,3,33.86
0.71,710.5,269.5,220.5,3.5,4,0.1,1,13.87
0.71,710.5,269.5,220.5,3.5,4,0.25,1,15.44
0.76,661.5,416.5,122.5,7,3,0.1,5,34.35
0.66,759.5,318.5,220.5,3.5,5,0.1,1,13.65
0.9,563.5,318.5,122.5,7,4,0.25,1,32.71
0.69,735,294,220.5,3.5,5,0.25,5,14.6
0.76,661.5,416.5,122.5,7,5,0.4,1,39.48
0.62,808.5,367.5,220.5,3.5,2,0.4,1,17.2
0.86,588,294,147,7,5,0.1,3,27.4
0.98,514.5,294,110.25,7,5,0.25,3,30.19
0.98,514.5,294,110.25,7,4,0.1,2,26.13
0.9,563.5,318.5,122.5,7,2,0.1,4,29.34
0.74,686,245,220.5,3.5,5,0,0,11.17
0.66,759.5,318.5,220.5,3.5,4,0.25,3,16.14
0.82,612.5,318.5,147,7,3,0.1,3,27.54
0.71,710.5,269.5,220.5,3.5,4,0.25,2,14.94
0.74,686,245,220.5,3.5,2,0.4,1,16.94
0.86,588,294,147,7,3,0.4,4,36.2
0.62,808.5,367.5,220.5,3.5,4,0.4,1,17.15
0.98,514.5,294,110.25,7,3,0.4,2,33.13
0.66,759.5,318.5,220.5,3.5,5,0.4,1,17.95
0.71,710.5,269.5,220.5,3.5,4,0.4,3,16.7
0.98,514.5,294,110.25,7,2,0.25,1,29.79
0.62,808.5,367.5,220.5,3.5,4,0.4,3,16.56
0.74,686,245,220.5,3.5,2,0.1,5,13.65
0.71,710.5,269.5,220.5,3.5,2,0.4,1,17.1
0.66,759.5,318.5,220.5,3.5,5,0.25,2,15.87
0.79,637,343,147,7,5,0.4,1,46.94
0.62,808.5,367.5,220.5,3.5,3,0.25,3,14.96
0.98,514.5,294,110.25,7,5,0.25,2,30.02
0.82,612.5,318.5,147,7,5,0.4,1,33.54
0.98,514.5,294,110.25,7,5,0.4,2,33.78
0.79,637,343,147,7,4,0.4,3,38.81
0.98,514.5,294,110.25,7,2,0.4,1,33.37
0.64,784,343,220.5,3.5,3,0.25,1,21.19
0.98,514.5,294,110.25,7,4,0.25,3,30.1
0.74,686,245,220.5,3.5,5,0.1,2,13.79
0.82,612.5,318.5,147,7,2,0.25,5,26.53
0.62,808.5,367.5,220.5,3.5,2,0.25,2,15.32
0.76,661.5,416.5,122.5,7,3,0.25,3,36.44
0.76,661.5,416.5,122.5,7,4,0.4,3,39.66
0.79,637,343,147,7,2,0.25,4,36.26
0.64,784,343,220.5,3.5,4,0.25,2,20.48
0.82,612.5,318.5,147,7,5,0.1,3,24.93
0.69,735,294,220.5,3.5,4,0.1,4,14.42
0.82,612.5,318.5,147,7,2,0.25,1,30.17
0.98,514.5,294,110.25,7,2,0.4,2,32.96
0.9,563.5,318.5,122.5,7,2,0.25,3,36.35
0.74,686,245,220.5,3.5,3,0.4,4,16.74
0.82,612.5,318.5,147,7,3,0.4,4,32.35
0.82,612.5,318.5,147,7,4,0.4,5,33.84
0.82,612.5,318.5,147,7,2,0.25,4,26.3
0.62,808.5,367.5,220.5,3.5,5,0.1,1,14.27
0.79,637,343,147,7,4,0.4,1,38.35
0.64,784,343,220.5,3.5,2,0.1,5,19.24
0.66,759.5,318.5,220.5,3.5,4,0.25,4,16.17
0.98,514.5,294,110.25,7,4,0.4,5,33.76
0.62,808.5,367.5,220.5,3.5,3,0.1,5,13.97
0.82,612.5,318.5,147,7,4,0.4,3,29.77
0.64,784,343,220.5,3.5,3,0.1,1,19.43
0.9,563.5,318.5,122.5,7,3,0.25,5,32
0.71,710.5,269.5,220.5,3.5,3,0.25,1,15.85
0.64,784,343,220.5,3.5,3,0,0,16.8
0.98,514.5,294,110.25,7,4,0.25,2,30.18
0.66,759.5,318.5,220.5,3.5,3,0.25,5,16.03
0.66,759.5,318.5,220.5,3.5,3,0.25,3,15.8
0.82,612.5,318.5,147,7,5,0,0,24.93
0.69,735,294,220.5,3.5,3,0.25,1,15.63
0.64,784,343,220.5,3.5,3,0.1,4,19.25
0.62,808.5,367.5,220.5,3.5,2,0,0,12.07
0.79,637,343,147,7,2,0.4,1,45.29
0.64,784,343,220.5,3.5,3,0.25,4,19.76
0.9,563.5,318.5,122.5,7,2,0.25,5,32.25
0.74,686,245,220.5,3.5,4,0.25,2,15.18
0.69,735,294,220.5,3.5,2,0,0,11.74
0.71,710.5,269.5,220.5,3.5,2,0.4,5,15.59
0.76,661.5,416.5,122.5,7,2,0.25,3,36.07
0.79,637,343,147,7,2,0.25,5,37.54
0.82,612.5,318.5,147,7,5,0.25,4,27.34
0.76,661.5,416.5,122.5,7,3,0.4,1,40.85
0.69,735,294,220.5,3.5,5,0.25,2,15.99
0.71,710.5,269.5,220.5,3.5,2,0.25,3,14.92
0.62,808.5,367.5,220.5,3.5,4,0.1,3,14.14
0.82,612.5,318.5,147,7,5,0.4,5,32.54
0.62,808.5,367.5,220.5,3.5,3,0.1,3,14.23
0.69,735,294,220.5,3.5,5,0.1,2,13.51
0.64,784,343,220.5,3.5,2,0.4,2,21.72
0.74,686,245,220.5,3.5,4,0.4,2,16.99
0.9,563.5,318.5,122.5,7,5,0.1,3,29.67
0.62,808.5,367.5,220.5,3.5,5,0.25,5,14.75
0.69,735,294,220.5,3.5,4,0.25,3,15.44
0.74,686,245,220.5,3.5,3,0.1,5,13.44
0.71,710.5,269.5,220.5,3.5,5,0.4,2,17.51
0.98,514.5,294,110.25,7,3,0.25,3,29.78
0.79,637,343,147,7,5,0.25,3,36.87
0.74,686,245,220.5,3.5,2,0.4,2,16.43
0.69,735,294,220.5,3.5,3,0.4,3,15.84
0.86,588,294,147,7,5,0,0,27.87
0.86,588,294,147,7,4,0.1,2,27.36
0.79,637,343,147,7,3,0.4,5,37.7
0.74,686,245,220.5,3.5,3,0.25,2,15.1
0.82,612.5,318.5,147,7,2,0,0,23.77
0.79,637,343,147,7,2,0.1,2,41.07
0.82,612.5,318.5,147,7,3,0.4,1,29.13
0.76,661.5,416.5,122.5,7,4,0,0,29.79
0.79,637,343,147,7,2,0.4,2,45.59
0.71,710.5,269.5,220.5,3.5,3,0.1,4,14.12
0.66,759.5,318.5,220.5,3.5,4,0.4,1,18.14
0.76,661.5,416.5,122.5,7,4,0.4,2,40.47
0.79,637,343,147,7,4,0.4,2,38.84
0.64,784,343,220.5,3.5,4,0.1,4,19.42
0.98,514.5,294,110.25,7,2,0.1,2,25.95
0.71,710.5,269.5,220.5,3.5,3,0,0,11.72
0.98,514.5,294,110.25,7,3,0.25,2,29.69
0.98,514.5,294,110.25,7,3,0.1,1,26.37
0.74,686,245,220.5,3.5,4,0.25,4,15.03
0.82,612.5,318.5,147,7,2,0.4,1,31.71
0.86,588,294,147,7,2,0.1,5,25.82
0.66,759.5,318.5,220.5,3.5,2,0.1,2,14.86
0.82,612.5,318.5,147,7,3,0.25,1,27.84
0.74,686,245,220.5,3.5,2,0.4,5,16.69
0.79,637,343,147,7,4,0.4,5,47.01
0.86,588,294,147,7,2,0.25,3,33.52
0.64,784,343,220.5,3.5,5,0.4,1,22.53
0.98,514.5,294,110.25,7,2,0.1,1,26.47
0.66,759.5,318.5,220.5,3.5,3,0.1,2,14.75
0.98,514.5,294,110.25,7,5,0.4,5,34.01
0.69,735,294,220.5,3.5,5,0.4,3,17.02
0.71,710.5,269.5,220.5,3.5,2,0.4,4,16.85
0.82,612.5,318.5,147,7,4,0.1,5,28.88
0.79,637,343,147,7,2,0.1,4,34.25
0.71,710.5,269.5,220.5,3.5,3,0.4,1,17.51
0.79,637,343,147,7,4,0.1,1,34.43
0.98,514.5,294,110.25,7,4,0.1,1,26.44
0.71,710.5,269.5,220.5,3.5,3,0.25,3,14.74
0.69,735,294,220.5,3.5,5,0.25,4,16.13
0.79,637,343,147,7,2,0.4,5,38.56
0.79,637,343,147,7,4,0.25,3,37.76
0.9,563.5,318.5,122.5,7,5,0.1,1,34.33
0.66,759.5,318.5,220.5,3.5,2,0,0,12.4
0.76,661.5,416.5,122.5,7,3,0.1,3,34.11
0.79,637,343,147,7,3,0.1,5,34.18
0.71,710.5,269.5,220.5,3.5,3,0.1,2,14.11
0.79,637,343,147,7,3,0.1,4,43.3
0.82,612.5,318.5,147,7,2,0.4,3,32.43
0.82,612.5,318.5,147,7,4,0.4,1,28.99
0.71,710.5,269.5,220.5,3.5,2,0.4,2,16.77
0.69,735,294,220.5,3.5,3,0.4,5,15.87
0.71,710.5,269.5,220.5,3.5,4,0,0,11.29
0.66,759.5,318.5,220.5,3.5,4,0.1,1,13.88
0.62,808.5,367.5,220.5,3.5,3,0.25,1,15.95
0.74,686,245,220.5,3.5,4,0.4,4,16.9
0.9,563.5,318.5,122.5,7,2,0,0,28.28
0.66,759.5,318.5,220.5,3.5,5,0.4,3,18.22
0.74,686,245,220.5,3.5,3,0.1,1,13.71
0.98,514.5,294,110.25,7,4,0.25,1,29.28
0.79,637,343,147,7,5,0.25,5,43.73
0.62,808.5,367.5,220.5,3.5,2,0.25,5,15.19
0.66,759.5,318.5,220.5,3.5,3,0.1,3,13.7
0.76,661.5,416.5,122.5,7,5,0.1,2,33.78
0.69,735,294,220.5,3.5,2,0.4,5,16.63
0.62,808.5,367.5,220.5,3.5,5,0.25,3,14.35
0.64,784,343,220.5,3.5,3,0.1,5,19.18
0.82,612.5,318.5,147,7,2,0.4,2,30.34
0.98,514.5,294,110.25,7,5,0.4,1,33.04
0.66,759.5,318.5,220.5,3.5,2,0.25,4,15.95
0.74,686,245,220.5,3.5,3,0.25,5,14.58
0.79,637,343,147,7,2,0.1,5,34.99
0.98,514.5,294,110.25,7,4,0.4,4,33.95
0.76,661.5,416.5,122.5,7,3,0.25,2,37.35
0.66,759.5,318.5,220.5,3.5,3,0.25,1,16.27
0.86,588,294,147,7,4,0.4,5,36.26
0.82,612.5,318.5,147,7,5,0.1,5,27.69
0.64,784,343,220.5,3.5,4,0.4,4,22.25
0.76,661.5,416.5,122.5,7,2,0.1,3,33.85
0.76,661.5,416.5,122.5,7,4,0.4,5,37.79
0.74,686,245,220.5,3.5,2,0.1,4,13.2
0.66,759.5,318.5,220.5,3.5,4,0.1,4,15
0.86,588,294,147,7,3,0.1,4,31.76
0.79,637,343,147,7,5,0.4,4,39.56
0.66,759.5,318.5,220.5,3.5,5,0.25,1,16.19
0.79,637,343,147,7,4,0.25,2,36.77
0.62,808.5,367.5,220.5,3.5,5,0.4,5,16.03
0.66,759.5,318.5,220.5,3.5,5,0.1,3,13.83
0.71,710.5,269.5,220.5,3.5,5,0.1,2,14.21
0.76,661.5,416.5,122.5,7,2,0.1,2,33.91
0.69,735,294,220.5,3.5,2,0.4,2,16.44
0.79,637,343,147,7,4,0.25,5,45.28
0.76,661.5,416.5,122.5,7,5,0.25,1,36.62
0.86,588,294,147,7,4,0.4,1,31.7
0.79,637,343,147,7,2,0.1,3,43.12
0.79,637,343,147,7,3,0.1,3,41.22
0.86,588,294,147,7,3,0.1,3,31.01
0.86,588,294,147,7,4,0.4,3,30.11
0.62,808.5,367.5,220.5,3.5,5,0.1,3,13.89
0.79,637,343,147,7,5,0.1,1,43.33
0.64,784,343,220.5,3.5,5,0,0,16.67
0.74,686,245,220.5,3.5,4,0.1,2,13.57
0.69,735,294,220.5,3.5,4,0.4,1,16.87
0.86,588,294,147,7,2,0.25,4,29.45
0.86,588,294,147,7,2,0,0,27.3
0.98,514.5,294,110.25,7,2,0.1,4,25.91
0.76,661.5,416.5,122.5,7,4,0.1,2,34.17
0.82,612.5,318.5,147,7,3,0.25,4,29.43
0.82,612.5,318.5,147,7,2,0.4,4,28.2
0.62,808.5,367.5,220.5,3.5,2,0.25,3,14.89
0.62,808.5,367.5,220.5,3.5,3,0.4,4,16.79
0.9,563.5,318.5,122.5,7,3,0.1,3,32.85
0.69,735,294,220.5,3.5,3,0.4,4,16.88
0.69,735,294,220.5,3.5,4,0.4,3,16.99
0.9,563.5,318.5,122.5,7,4,0.4,2,34.94
0.82,612.5,318.5,147,7,4,0.4,2,28.95
0.62,808.5,367.5,220.5,3.5,4,0.25,2,15.14
0.62,808.5,367.5,220.5,3.5,5,0.25,1,15.76
0.9,563.5,318.5,122.5,7,4,0.25,4,36.16
0.66,759.5,318.5,220.5,3.5,4,0.1,2,15
0.86,588,294,147,7,5,0.25,3,29.82
0.71,710.5,269.5,220.5,3.5,5,0.4,3,16.1
0.71,710.5,269.5,220.5,3.5,3,0.1,3,13.77
0.9,563.5,318.5,122.5,7,2,0.1,5,29.82
0.74,686,245,220.5,3.5,3,0.4,5,16.62
0.62,808.5,367.5,220.5,3.5,3,0.1,1,14.5
0.69,735,294,220.5,3.5,3,0.4,2,17.01
0.86,588,294,147,7,4,0.25,4,33.93
0.86,588,294,147,7,4,0.1,3,25.9
0.71,710.5,269.5,220.5,3.5,5,0,0,11.67
0.66,759.5,318.5,220.5,3.5,4,0.4,4,18.36
0.86,588,294,147,7,4,0.25,2,29.9
0.64,784,343,220.5,3.5,2,0.4,4,21.68
0.74,686,245,220.5,3.5,4,0.4,3,16.57
0.62,808.5,367.5,220.5,3.5,2,0.1,1,14.34
0.79,637,343,147,7,3,0.25,4,45.48
0.98,514.5,294,110.25,7,2,0.25,5,29.53
0.64,784,343,220.5,3.5,4,0.4,5,20.71
0.64,784,343,220.5,3.5,2,0.1,4,19.24
0.76,661.5,416.5,122.5,7,5,0.25,4,37.51
0.64,784,343,220.5,3.5,3,0.25,2,20.56
0.79,637,343,147,7,3,0.4,4,47.59
0.98,514.5,294,110.25,7,3,0.25,1,29.79
0.71,710.5,269.5,220.5,3.5,4,0.1,3,14.3
0.86,588,294,147,7,3,0.1,5,27.33
0.86,588,294,147,7,4,0.4,4,36.21
0.71,710.5,269.5,220.5,3.5,4,0.4,4,17.23
0.82,612.5,318.5,147,7,5,0.1,2,28.79
0.79,637,343,147,7,2,0.25,2,43.86
0.69,735,294,220.5,3.5,2,0.1,5,14.55
0.76,661.5,416.5,122.5,7,2,0.4,4,40.36
0.79,637,343,147,7,4,0.1,3,35.1
0.74,686,245,220.5,3.5,5,0.25,2,15.44
0.74,686,245,220.5,3.5,5,0.4,5,16.7
0.69,735,294,220.5,3.5,5,0.1,4,14.73
0.74,686,245,220.5,3.5,3,0.25,1,15.5
0.62,808.5,367.5,220.5,3.5,4,0.25,3,14.89
0.66,759.5,318.5,220.5,3.5,2,0.4,4,17.86
0.74,686,245,220.5,3.5,5,0.1,3,13.49
0.64,784,343,220.5,3.5,4,0.25,1,21.09
0.98,514.5,294,110.25,7,4,0,0,21.33
0.9,563.5,318.5,122.5,7,5,0.4,1,40.99
0.71,710.5,269.5,220.5,3.5,4,0.4,2,17.27
0.66,759.5,318.5,220.5,3.5,2,0.1,5,14.54
0.69,735,294,220.5,3.5,3,0.1,3,14.27
0.79,637,343,147,7,5,0.25,1,45.52
0.64,784,343,220.5,3.5,2,0.4,5,20.82
0.64,784,343,220.5,3.5,2,0.1,2,19.23
0.79,637,343,147,7,4,0.4,4,46.23
0.86,588,294,147,7,2,0.4,5,29.69
0.66,759.5,318.5,220.5,3.5,2,0.4,3,17.04
0.71,710.5,269.5,220.5,3.5,4,0.4,1,17.12
0.62,808.5,367.5,220.5,3.5,3,0.25,2,15.64
0.74,686,245,220.5,3.5,3,0.25,4,15.24
0.62,808.5,367.5,220.5,3.5,2,0.25,1,15.77
0.66,759.5,318.5,220.5,3.5,2,0.25,1,16.39
0.62,808.5,367.5,220.5,3.5,4,0.25,4,15.07
0.82,612.5,318.5,147,7,3,0.1,1,24.91
0.62,808.5,367.5,220.5,3.5,4,0.4,5,16.61
0.66,759.5,318.5,220.5,3.5,3,0.25,2,15.85
0.69,735,294,220.5,3.5,3,0.25,2,15.85
0.71,710.5,269.5,220.5,3.5,2,0.25,4,14.67
0.9,563.5,318.5,122.5,7,5,0.1,2,34.2
0.98,514.5,294,110.25,7,2,0.25,4,29.61
0.98,514.5,294,110.25,7,2,0.4,5,32.88
0.9,563.5,318.5,122.5,7,5,0.25,1,37.58
0.98,514.5,294,110.25,7,2,0.25,3,29.43
0.74,686,245,220.5,3.5,2,0.25,5,14.48
0.71,710.5,269.5,220.5,3.5,5,0.25,3,14.94
0.62,808.5,367.5,220.5,3.5,4,0.1,4,14.28
0.86,588,294,147,7,5,0.25,5,33.47
0.64,784,343,220.5,3.5,2,0.25,4,19.65
0.64,784,343,220.5,3.5,5,0.1,1,19.32
0.79,637,343,147,7,3,0.4,1,39.07
0.69,735,294,220.5,3.5,4,0,0,11.73
0.82,612.5,318.5,147,7,4,0,0,21.16
0.74,686,245,220.5,3.5,5,0.4,2,17.03
0.62,808.5,367.5,220.5,3.5,5,0.25,2,15.3
0.66,759.5,318.5,220.5,3.5,4,0.1,3,13.59
0.69,735,294,220.5,3.5,5,0.1,3,14.4
0.86,588,294,147,7,4,0,0,23.49
0.98,514.5,294,110.25,7,4,0.1,4,26.18
0.69,735,294,220.5,3.5,5,0.25,1,15.78
0.71,710.5,269.5,220.5,3.5,3,0.1,1,14.28
0.86,588,294,147,7,4,0.1,5,32.04
0.62,808.5,367.5,220.5,3.5,5,0.4,4,16.79
0.64,784,343,220.5,3.5,2,0.25,2,20.47
0.74,686,245,220.5,3.5,4,0.4,5,16.94
0.79,637,343,147,7,2,0.4,3,46.44
0.64,784,343,220.5,3.5,2,0.25,1,21.13
0.64,784,343,220.5,3.5,2,0,0,16.78
0.74,686,245,220.5,3.5,4,0.1,1,13.48
0.82,612.5,318.5,147,7,4,0.1,1,24.61
0.74,686,245,220.5,3.5,5,0.4,4,17.32
0.82,612.5,318.5,147,7,2,0.1,5,25.11
0.86,588,294,147,7,2,0.1,2,30.91
0.74,686,245,220.5,3.5,4,0.25,3,14.72
0.69,735,294,220.5,3.5,3,0.1,5,14.28
0.71,710.5,269.5,220.5,3.5,3,0.4,4,17.2
0.82,612.5,318.5,147,7,3,0.1,2,25.02
0.64,784,343,220.5,3.5,4,0.1,2,19.32
0.86,588,294,147,7,5,0.4,2,36.86
0.9,563.5,318.5,122.5,7,3,0.1,2,29.44
0.66,759.5,318.5,220.5,3.5,5,0.25,4,16.14
0.64,784,343,220.5,3.5,4,0.25,4,20.37
0.79,637,343,147,7,3,0.25,2,37.41
